cust_id,customer_gender,age_group,customer_country,referral_type,transaction_type,transaction_date,subscription_type,transaction_year,subscription_price
8540,Male,35-44,Denmark,TV,INITIAL,2022-11-01,BASIC,2022,53.0
8541,Female,55-65,Sweden,Google Ads,INITIAL,2020-10-01,PRO,2020,65.0
8541,Female,55-65,Sweden,Google Ads,UPGRADE,2021-11-01,MAX,2021,109.0
8541,Female,55-65,Sweden,Google Ads,CHURN,2021-03-01,PRO,2021,75.0
8542,Other,45-54,Norway,,INITIAL,2021-02-01,MAX,2021,109.0
8542,Other,45-54,Norway,,REDUCTION,2021-07-01,PRO,2021,75.0
8543,Other,18-24,Denmark,Google Ads,INITIAL,2021-06-01,BASIC,2021,43.0
8544,Male,25-34,Sweden,,INITIAL,2022-02-01,BASIC,2022,53.0
8545,Female,45-54,Finland,facebook,INITIAL,2021-04-01,PRO,2021,75.0
8545,Female,45-54,Finland,facebook,UPGRADE,2022-11-01,MAX,2022,119.0
8545,Female,45-54,Finland,facebook,CHURN,2021-07-01,PRO,2021,75.0
8545,Female,45-54,Finland,facebook,CHURN,2022-04-01,PRO,2022,85.0
8546,Male,18-24,Denmark,Paid Search,INITIAL,2022-04-01,BASIC,2022,53.0
8547,Female,45-54,Finland,Organic Search,INITIAL,2020-10-01,PRO,2020,65.0
8547,Female,45-54,Finland,Organic Search,UPGRADE,2022-11-01,MAX,2022,119.0
8548,Male,55-65,Norway,Google Ads,INITIAL,2020-02-01,PRO,2020,65.0
8548,Male,55-65,Norway,Google Ads,UPGRADE,2021-02-01,MAX,2021,109.0
8548,Male,55-65,Norway,Google Ads,CHURN,2020-10-01,PRO,2020,65.0
8549,Female,55-65,Sweden,Organic Search,INITIAL,2020-11-01,BASIC,2020,33.0
8549,Female,55-65,Sweden,Organic Search,UPGRADE,2022-07-01,MAX,2022,119.0
8550,Male,55-65,Sweden,,INITIAL,2021-12-01,PRO,2021,75.0
8551,Female,18-24,Denmark,,INITIAL,2020-05-01,MAX,2020,99.0
8551,Female,18-24,Denmark,,REDUCTION,2021-09-01,BASIC,2021,43.0
8552,Male,45-54,Finland,Google Ads,INITIAL,2020-10-01,PRO,2020,65.0
8552,Male,45-54,Finland,Google Ads,UPGRADE,2022-05-01,MAX,2022,119.0
8553,Other,45-54,Finland,,INITIAL,2022-05-01,PRO,2022,85.0
8554,Male,25-34,Sweden,Organic Search,INITIAL,2021-11-01,PRO,2021,75.0
8554,Male,25-34,Sweden,Organic Search,REDUCTION,2022-03-01,BASIC,2022,53.0
8555,Female,25-34,Norway,,INITIAL,2022-03-01,BASIC,2022,53.0
8556,Other,45-54,Sweden,TV,INITIAL,2021-11-01,BASIC,2021,43.0
8557,Other,45-54,Finland,,INITIAL,2020-04-01,MAX,2020,99.0
8557,Other,45-54,Finland,,REDUCTION,2021-12-01,PRO,2021,75.0
8558,Male,18-24,Sweden,,INITIAL,2020-10-01,BASIC,2020,33.0
8559,Other,18-24,Denmark,Paid Search,INITIAL,2020-07-01,BASIC,2020,33.0
8559,Other,18-24,Denmark,Paid Search,UPGRADE,2022-09-01,MAX,2022,119.0
8559,Other,18-24,Denmark,Paid Search,CHURN,2021-02-01,BASIC,2021,43.0
8560,Male,25-34,Finland,,INITIAL,2021-04-01,PRO,2021,75.0
8560,Male,25-34,Finland,,REDUCTION,2022-05-01,BASIC,2022,53.0
8560,Male,25-34,Finland,,CHURN,2022-08-01,BASIC,2022,53.0
8561,Female,55-65,Sweden,,INITIAL,2020-10-01,BASIC,2020,33.0
8562,Female,18-24,Finland,,INITIAL,2021-10-01,BASIC,2021,43.0
8562,Female,18-24,Finland,,CHURN,2022-07-01,BASIC,2022,53.0
8563,Male,35-44,Sweden,Paid Search,INITIAL,2021-07-01,PRO,2021,75.0
8564,Other,18-24,Norway,Paid Search,INITIAL,2021-09-01,BASIC,2021,43.0
8565,Male,35-44,Denmark,,INITIAL,2020-07-01,PRO,2020,65.0
8565,Male,35-44,Denmark,,UPGRADE,2021-10-01,MAX,2021,109.0
8566,Other,45-54,Sweden,Organic Search,INITIAL,2022-09-01,BASIC,2022,53.0
8567,Other,25-34,Denmark,Google Ads,INITIAL,2021-01-01,PRO,2021,75.0
8567,Other,25-34,Denmark,Google Ads,UPGRADE,2022-04-01,MAX,2022,119.0
8567,Other,25-34,Denmark,Google Ads,CHURN,2022-07-01,MAX,2022,119.0
8567,Other,25-34,Denmark,Google Ads,CHURN,2022-11-01,MAX,2022,119.0
8568,Other,18-24,Sweden,facebook,INITIAL,2020-09-01,BASIC,2020,33.0
8569,Other,45-54,Finland,Organic Search,INITIAL,2022-03-01,PRO,2022,85.0
8569,Other,45-54,Finland,Organic Search,REDUCTION,2022-09-01,BASIC,2022,53.0
8570,Other,25-34,Denmark,,INITIAL,2021-08-01,BASIC,2021,43.0
8570,Other,25-34,Denmark,,UPGRADE,2022-11-01,MAX,2022,119.0
8570,Other,25-34,Denmark,,CHURN,2022-07-01,BASIC,2022,53.0
8571,Other,45-54,Sweden,,INITIAL,2021-03-01,MAX,2021,109.0
8571,Other,45-54,Sweden,,REDUCTION,2022-02-01,BASIC,2022,53.0
8572,Male,35-44,Norway,Paid Search,INITIAL,2022-03-01,PRO,2022,85.0
8573,Other,55-65,Sweden,facebook,INITIAL,2021-04-01,MAX,2021,109.0
8573,Other,55-65,Sweden,facebook,REDUCTION,2022-06-01,PRO,2022,85.0
8574,Male,45-54,Sweden,Organic Search,INITIAL,2022-05-01,PRO,2022,85.0
8575,Male,25-34,Norway,Google Ads,INITIAL,2021-04-01,PRO,2021,75.0
8575,Male,25-34,Norway,Google Ads,REDUCTION,2021-07-01,BASIC,2021,43.0
8576,Female,25-34,Norway,Google Ads,INITIAL,2022-05-01,PRO,2022,85.0
8576,Female,25-34,Norway,Google Ads,REDUCTION,2022-07-01,BASIC,2022,53.0
8577,Other,35-44,Sweden,,INITIAL,2022-05-01,MAX,2022,119.0
8578,Female,25-34,Finland,,INITIAL,2022-09-01,MAX,2022,119.0
8579,Other,18-24,Sweden,facebook,INITIAL,2020-07-01,BASIC,2020,33.0
8579,Other,18-24,Sweden,facebook,UPGRADE,2022-08-01,MAX,2022,119.0
8580,Other,55-65,Denmark,,INITIAL,2020-03-01,PRO,2020,65.0
8580,Other,55-65,Denmark,,UPGRADE,2021-02-01,MAX,2021,109.0
8580,Other,55-65,Denmark,,CHURN,2020-11-01,PRO,2020,65.0
8581,Female,55-65,Sweden,facebook,INITIAL,2021-12-01,MAX,2021,109.0
8581,Female,55-65,Sweden,facebook,REDUCTION,2022-03-01,PRO,2022,85.0
8582,Female,35-44,Norway,Google Ads,INITIAL,2020-12-01,PRO,2020,65.0
8582,Female,35-44,Norway,Google Ads,UPGRADE,2022-02-01,MAX,2022,119.0
8583,Other,25-34,Denmark,Google Ads,INITIAL,2020-10-01,BASIC,2020,33.0
8583,Other,25-34,Denmark,Google Ads,UPGRADE,2021-12-01,MAX,2021,109.0
8583,Other,25-34,Denmark,Google Ads,CHURN,2022-07-01,MAX,2022,119.0
8584,Other,45-54,Finland,facebook,INITIAL,2022-03-01,PRO,2022,85.0
8584,Other,45-54,Finland,facebook,UPGRADE,2022-06-01,MAX,2022,119.0
8585,Male,18-24,Norway,Organic Search,INITIAL,2020-06-01,PRO,2020,65.0
8585,Male,18-24,Norway,Organic Search,REDUCTION,2021-03-01,BASIC,2021,43.0
8586,Other,35-44,Denmark,,INITIAL,2022-03-01,MAX,2022,119.0
8587,Female,35-44,Finland,Organic Search,INITIAL,2020-02-01,PRO,2020,65.0
8587,Female,35-44,Finland,Organic Search,UPGRADE,2022-01-01,MAX,2022,119.0
8588,Other,35-44,Denmark,Bing,INITIAL,2022-10-01,MAX,2022,119.0
8589,Other,35-44,Finland,Organic Search,INITIAL,2022-11-01,PRO,2022,85.0
8590,Other,18-24,Finland,facebook,INITIAL,2020-04-01,PRO,2020,65.0
8590,Other,18-24,Finland,facebook,UPGRADE,2021-03-01,MAX,2021,109.0
8590,Other,18-24,Finland,facebook,CHURN,2021-08-01,MAX,2021,109.0
8591,Other,18-24,Finland,,INITIAL,2022-10-01,PRO,2022,85.0
8592,Other,55-65,Sweden,Google Ads,INITIAL,2020-01-01,BASIC,2020,33.0
8592,Other,55-65,Sweden,Google Ads,UPGRADE,2020-06-01,PRO,2020,65.0
8593,Male,18-24,Norway,facebook,INITIAL,2021-06-01,BASIC,2021,43.0
8594,Other,45-54,Sweden,,INITIAL,2021-08-01,MAX,2021,109.0
8594,Other,45-54,Sweden,,REDUCTION,2022-02-01,BASIC,2022,53.0
8595,Male,55-65,Finland,Organic Search,INITIAL,2022-02-01,BASIC,2022,53.0
8596,Female,45-54,Norway,,INITIAL,2021-10-01,MAX,2021,109.0
8596,Female,45-54,Norway,,REDUCTION,2022-07-01,BASIC,2022,53.0
8597,Other,25-34,Sweden,facebook,INITIAL,2022-11-01,MAX,2022,119.0
8598,Male,25-34,Sweden,,INITIAL,2021-07-01,BASIC,2021,43.0
8598,Male,25-34,Sweden,,CHURN,2022-08-01,BASIC,2022,53.0
8599,Other,45-54,Finland,facebook,INITIAL,2021-02-01,PRO,2021,75.0
8599,Other,45-54,Finland,facebook,REDUCTION,2022-04-01,BASIC,2022,53.0
8600,Female,45-54,Sweden,Bing,INITIAL,2020-02-01,BASIC,2020,33.0
8600,Female,45-54,Sweden,Bing,UPGRADE,2022-08-01,PRO,2022,85.0
8601,Other,45-54,Norway,facebook,INITIAL,2020-07-01,MAX,2020,99.0
8601,Other,45-54,Norway,facebook,REDUCTION,2022-02-01,PRO,2022,85.0
8602,Female,45-54,Sweden,Organic Search,INITIAL,2021-07-01,BASIC,2021,43.0
8603,Female,55-65,Denmark,,INITIAL,2021-08-01,MAX,2021,109.0
8604,Female,18-24,Sweden,Google Ads,INITIAL,2020-11-01,MAX,2020,99.0
8604,Female,18-24,Sweden,Google Ads,REDUCTION,2021-08-01,PRO,2021,75.0
8605,Other,55-65,Sweden,Paid Search,INITIAL,2021-08-01,MAX,2021,109.0
8605,Other,55-65,Sweden,Paid Search,REDUCTION,2022-03-01,BASIC,2022,53.0
8606,Other,55-65,Sweden,,INITIAL,2020-11-01,MAX,2020,99.0
8606,Other,55-65,Sweden,,REDUCTION,2021-04-01,PRO,2021,75.0
8607,Other,35-44,Sweden,,INITIAL,2020-06-01,MAX,2020,99.0
8607,Other,35-44,Sweden,,REDUCTION,2020-10-01,BASIC,2020,33.0
8608,Male,45-54,Denmark,,INITIAL,2020-07-01,PRO,2020,65.0
8608,Male,45-54,Denmark,,UPGRADE,2021-03-01,MAX,2021,109.0
8609,Other,45-54,Finland,facebook,INITIAL,2021-09-01,PRO,2021,75.0
8609,Other,45-54,Finland,facebook,REDUCTION,2022-11-01,BASIC,2022,53.0
8610,Other,18-24,Finland,Bing,INITIAL,2020-01-01,PRO,2020,65.0
8610,Other,18-24,Finland,Bing,REDUCTION,2021-03-01,BASIC,2021,43.0
8611,Female,25-34,Denmark,,INITIAL,2020-06-01,PRO,2020,65.0
8611,Female,25-34,Denmark,,REDUCTION,2020-07-01,BASIC,2020,33.0
8612,Other,35-44,Denmark,facebook,INITIAL,2021-12-01,MAX,2021,109.0
8613,Female,55-65,Sweden,facebook,INITIAL,2021-08-01,PRO,2021,75.0
8613,Female,55-65,Sweden,facebook,REDUCTION,2022-08-01,BASIC,2022,53.0
8614,Other,35-44,Norway,,INITIAL,2020-08-01,PRO,2020,65.0
8614,Other,35-44,Norway,,UPGRADE,2021-11-01,MAX,2021,109.0
8615,Male,45-54,Finland,,INITIAL,2020-05-01,PRO,2020,65.0
8615,Male,45-54,Finland,,UPGRADE,2021-10-01,MAX,2021,109.0
8615,Male,45-54,Finland,,CHURN,2020-08-01,PRO,2020,65.0
8615,Male,45-54,Finland,,CHURN,2022-08-01,MAX,2022,119.0
8616,Other,18-24,Finland,Google Ads,INITIAL,2020-11-01,BASIC,2020,33.0
8616,Other,18-24,Finland,Google Ads,UPGRADE,2022-08-01,MAX,2022,119.0
8616,Other,18-24,Finland,Google Ads,CHURN,2021-10-01,BASIC,2021,43.0
8617,Other,55-65,Norway,facebook,INITIAL,2021-01-01,PRO,2021,75.0
8617,Other,55-65,Norway,facebook,REDUCTION,2022-06-01,BASIC,2022,53.0
8618,Other,55-65,Denmark,,INITIAL,2020-11-01,PRO,2020,65.0
8618,Other,55-65,Denmark,,UPGRADE,2022-02-01,MAX,2022,119.0
8618,Other,55-65,Denmark,,CHURN,2021-04-01,PRO,2021,75.0
8618,Other,55-65,Denmark,,CHURN,2022-08-01,MAX,2022,119.0
8619,Male,55-65,Denmark,Paid Search,INITIAL,2022-08-01,BASIC,2022,53.0
8620,Male,35-44,Denmark,Paid Search,INITIAL,2020-10-01,PRO,2020,65.0
8620,Male,35-44,Denmark,Paid Search,UPGRADE,2022-07-01,MAX,2022,119.0
8620,Male,35-44,Denmark,Paid Search,CHURN,2021-05-01,PRO,2021,75.0
8621,Female,55-65,Denmark,Organic Search,INITIAL,2022-07-01,PRO,2022,85.0
8622,Other,18-24,Denmark,TV,INITIAL,2021-08-01,BASIC,2021,43.0
8622,Other,18-24,Denmark,TV,UPGRADE,2022-11-01,MAX,2022,119.0
8622,Other,18-24,Denmark,TV,CHURN,2022-02-01,BASIC,2022,53.0
8623,Male,18-24,Finland,Paid Search,INITIAL,2022-04-01,BASIC,2022,53.0
8624,Male,18-24,Finland,facebook,INITIAL,2020-08-01,PRO,2020,65.0
8624,Male,18-24,Finland,facebook,UPGRADE,2022-09-01,MAX,2022,119.0
8625,Other,35-44,Sweden,Display,INITIAL,2021-04-01,PRO,2021,75.0
8625,Other,35-44,Sweden,Display,UPGRADE,2022-05-01,MAX,2022,119.0
8626,Female,45-54,Norway,TV,INITIAL,2020-12-01,PRO,2020,65.0
8626,Female,45-54,Norway,TV,REDUCTION,2021-08-01,BASIC,2021,43.0
8627,Other,45-54,Finland,,INITIAL,2022-01-01,BASIC,2022,53.0
8627,Other,45-54,Finland,,CHURN,2022-06-01,BASIC,2022,53.0
8628,Female,35-44,Sweden,Organic Search,INITIAL,2021-02-01,PRO,2021,75.0
8628,Female,35-44,Sweden,Organic Search,UPGRADE,2021-05-01,MAX,2021,109.0
8629,Other,18-24,Finland,facebook,INITIAL,2021-03-01,MAX,2021,109.0
8629,Other,18-24,Finland,facebook,REDUCTION,2022-04-01,PRO,2022,85.0
8630,Other,55-65,Norway,Paid Search,INITIAL,2021-03-01,MAX,2021,109.0
8630,Other,55-65,Norway,Paid Search,REDUCTION,2022-10-01,BASIC,2022,53.0
8631,Other,45-54,Norway,Google Ads,INITIAL,2021-07-01,MAX,2021,109.0
8631,Other,45-54,Norway,Google Ads,REDUCTION,2021-12-01,BASIC,2021,43.0
8632,Other,35-44,Sweden,TV,INITIAL,2020-11-01,PRO,2020,65.0
8632,Other,35-44,Sweden,TV,REDUCTION,2021-03-01,BASIC,2021,43.0
8633,Other,55-65,Denmark,,INITIAL,2022-01-01,MAX,2022,119.0
8634,Other,35-44,Norway,,INITIAL,2021-08-01,BASIC,2021,43.0
8634,Other,35-44,Norway,,UPGRADE,2022-11-01,PRO,2022,85.0
8635,Other,35-44,Sweden,TV,INITIAL,2021-12-01,MAX,2021,109.0
8636,Female,35-44,Sweden,Paid Search,INITIAL,2020-02-01,BASIC,2020,33.0
8636,Female,35-44,Sweden,Paid Search,UPGRADE,2020-10-01,MAX,2020,99.0
8637,Female,25-34,Finland,Google Ads,INITIAL,2020-01-01,PRO,2020,65.0
8637,Female,25-34,Finland,Google Ads,UPGRADE,2022-04-01,MAX,2022,119.0
8637,Female,25-34,Finland,Google Ads,CHURN,2021-01-01,PRO,2021,75.0
8637,Female,25-34,Finland,Google Ads,CHURN,2022-09-01,MAX,2022,119.0
8638,Other,45-54,Sweden,facebook,INITIAL,2021-12-01,BASIC,2021,43.0
8638,Other,45-54,Sweden,facebook,UPGRADE,2022-10-01,MAX,2022,119.0
8639,Female,45-54,Finland,Bing,INITIAL,2021-02-01,MAX,2021,109.0
8639,Female,45-54,Finland,Bing,REDUCTION,2022-07-01,BASIC,2022,53.0
8640,Female,35-44,Sweden,Organic Search,INITIAL,2020-12-01,PRO,2020,65.0
8640,Female,35-44,Sweden,Organic Search,REDUCTION,2022-03-01,BASIC,2022,53.0
8641,Male,18-24,Finland,,INITIAL,2020-09-01,PRO,2020,65.0
8641,Male,18-24,Finland,,UPGRADE,2022-09-01,MAX,2022,119.0
8641,Male,18-24,Finland,,CHURN,2021-01-01,PRO,2021,75.0
8642,Other,55-65,Sweden,,INITIAL,2021-12-01,MAX,2021,109.0
8642,Other,55-65,Sweden,,REDUCTION,2022-10-01,BASIC,2022,53.0
8643,Female,55-65,Sweden,,INITIAL,2022-01-01,PRO,2022,85.0
8643,Female,55-65,Sweden,,UPGRADE,2022-06-01,MAX,2022,119.0
8644,Male,55-65,Sweden,,INITIAL,2020-08-01,BASIC,2020,33.0
8644,Male,55-65,Sweden,,UPGRADE,2022-05-01,PRO,2022,85.0
8645,Male,55-65,Sweden,facebook,INITIAL,2022-06-01,BASIC,2022,53.0
8646,Female,25-34,Denmark,Paid Search,INITIAL,2022-03-01,PRO,2022,85.0
8647,Other,25-34,Norway,Google Ads,INITIAL,2020-02-01,MAX,2020,99.0
8647,Other,25-34,Norway,Google Ads,REDUCTION,2020-11-01,PRO,2020,65.0
8648,Other,18-24,Sweden,TV,INITIAL,2021-03-01,BASIC,2021,43.0
8649,Female,18-24,Sweden,facebook,INITIAL,2020-07-01,BASIC,2020,33.0
8649,Female,18-24,Sweden,facebook,UPGRADE,2021-09-01,MAX,2021,109.0
8649,Female,18-24,Sweden,facebook,CHURN,2022-09-01,MAX,2022,119.0
8650,Other,45-54,Finland,facebook,INITIAL,2022-02-01,PRO,2022,85.0
8650,Other,45-54,Finland,facebook,REDUCTION,2022-06-01,BASIC,2022,53.0
8651,Male,18-24,Denmark,Bing,INITIAL,2021-08-01,BASIC,2021,43.0
8652,Female,18-24,Denmark,facebook,INITIAL,2021-09-01,BASIC,2021,43.0
8653,Male,45-54,Finland,TV,INITIAL,2022-06-01,PRO,2022,85.0
8654,Other,55-65,Finland,,INITIAL,2022-09-01,BASIC,2022,53.0
8655,Male,55-65,Norway,,INITIAL,2020-02-01,PRO,2020,65.0
8655,Male,55-65,Norway,,UPGRADE,2021-11-01,MAX,2021,109.0
8656,Other,55-65,Norway,Google Ads,INITIAL,2021-05-01,PRO,2021,75.0
8656,Other,55-65,Norway,Google Ads,CHURN,2021-10-01,PRO,2021,75.0
8657,Male,55-65,Finland,,INITIAL,2020-11-01,BASIC,2020,33.0
8657,Male,55-65,Finland,,UPGRADE,2021-12-01,MAX,2021,109.0
8657,Male,55-65,Finland,,CHURN,2021-11-01,BASIC,2021,43.0
8657,Male,55-65,Finland,,CHURN,2022-07-01,MAX,2022,119.0
8658,Female,25-34,Finland,,INITIAL,2020-09-01,PRO,2020,65.0
8658,Female,25-34,Finland,,UPGRADE,2021-05-01,MAX,2021,109.0
8658,Female,25-34,Finland,,CHURN,2021-01-01,PRO,2021,75.0
8659,Female,18-24,Sweden,,INITIAL,2020-10-01,BASIC,2020,33.0
8660,Male,45-54,Norway,,INITIAL,2020-02-01,BASIC,2020,33.0
8660,Male,45-54,Norway,,UPGRADE,2022-05-01,MAX,2022,119.0
8661,Male,25-34,Sweden,facebook,INITIAL,2021-04-01,BASIC,2021,43.0
8661,Male,25-34,Sweden,facebook,UPGRADE,2021-10-01,MAX,2021,109.0
8662,Other,18-24,Sweden,Organic Search,INITIAL,2022-06-01,BASIC,2022,53.0
8663,Other,45-54,Sweden,Organic Search,INITIAL,2020-06-01,PRO,2020,65.0
8663,Other,45-54,Sweden,Organic Search,UPGRADE,2021-09-01,MAX,2021,109.0
8664,Other,55-65,Finland,,INITIAL,2022-08-01,MAX,2022,119.0
8665,Female,25-34,Sweden,Organic Search,INITIAL,2020-10-01,PRO,2020,65.0
8665,Female,25-34,Sweden,Organic Search,UPGRADE,2022-07-01,MAX,2022,119.0
8666,Other,25-34,Sweden,,INITIAL,2020-07-01,MAX,2020,99.0
8666,Other,25-34,Sweden,,REDUCTION,2021-06-01,BASIC,2021,43.0
8667,Other,35-44,Sweden,facebook,INITIAL,2021-09-01,MAX,2021,109.0
8667,Other,35-44,Sweden,facebook,REDUCTION,2021-10-01,PRO,2021,75.0
8668,Other,45-54,Sweden,facebook,INITIAL,2022-01-01,PRO,2022,85.0
8668,Other,45-54,Sweden,facebook,REDUCTION,2022-04-01,BASIC,2022,53.0
8669,Other,55-65,Sweden,Organic Search,INITIAL,2021-06-01,MAX,2021,109.0
8669,Other,55-65,Sweden,Organic Search,REDUCTION,2022-11-01,PRO,2022,85.0
8670,Male,25-34,Finland,,INITIAL,2021-07-01,BASIC,2021,43.0
8671,Male,18-24,Sweden,Paid Search,INITIAL,2022-04-01,PRO,2022,85.0
8671,Male,18-24,Sweden,Paid Search,REDUCTION,2022-07-01,BASIC,2022,53.0
8672,Female,18-24,Norway,facebook,INITIAL,2020-12-01,BASIC,2020,33.0
8673,Other,45-54,Norway,Organic Search,INITIAL,2021-01-01,PRO,2021,75.0
8673,Other,45-54,Norway,Organic Search,REDUCTION,2022-08-01,BASIC,2022,53.0
8674,Male,25-34,Sweden,Google Ads,INITIAL,2022-05-01,BASIC,2022,53.0
8675,Male,18-24,Sweden,,INITIAL,2021-03-01,PRO,2021,75.0
8675,Male,18-24,Sweden,,REDUCTION,2022-10-01,BASIC,2022,53.0
8676,Other,55-65,Denmark,,INITIAL,2021-01-01,PRO,2021,75.0
8676,Other,55-65,Denmark,,UPGRADE,2022-03-01,MAX,2022,119.0
8677,Female,18-24,Denmark,,INITIAL,2022-11-01,BASIC,2022,53.0
8678,Other,18-24,Finland,,INITIAL,2021-02-01,MAX,2021,109.0
8678,Other,18-24,Finland,,REDUCTION,2021-07-01,BASIC,2021,43.0
8679,Other,18-24,Sweden,Display,INITIAL,2020-11-01,MAX,2020,99.0
8679,Other,18-24,Sweden,Display,REDUCTION,2021-10-01,BASIC,2021,43.0
8680,Other,55-65,Finland,,INITIAL,2020-05-01,BASIC,2020,33.0
8680,Other,55-65,Finland,,UPGRADE,2021-10-01,PRO,2021,75.0
8680,Other,55-65,Finland,,CHURN,2022-02-01,PRO,2022,85.0
8680,Other,55-65,Finland,,CHURN,2022-05-01,PRO,2022,85.0
8681,Other,45-54,Denmark,Google Ads,INITIAL,2020-06-01,PRO,2020,65.0
8681,Other,45-54,Denmark,Google Ads,UPGRADE,2020-12-01,MAX,2020,99.0
8682,Other,18-24,Finland,Organic Search,INITIAL,2022-03-01,PRO,2022,85.0
8682,Other,18-24,Finland,Organic Search,REDUCTION,2022-05-01,BASIC,2022,53.0
8683,Other,45-54,Norway,Organic Search,INITIAL,2022-07-01,BASIC,2022,53.0
8684,Other,25-34,Finland,,INITIAL,2020-10-01,MAX,2020,99.0
8684,Other,25-34,Finland,,REDUCTION,2021-03-01,BASIC,2021,43.0
8684,Other,25-34,Finland,,CHURN,2021-09-01,BASIC,2021,43.0
8685,Other,25-34,Denmark,Organic Search,INITIAL,2022-11-01,MAX,2022,119.0
8686,Male,45-54,Sweden,,INITIAL,2021-04-01,PRO,2021,75.0
8686,Male,45-54,Sweden,,REDUCTION,2021-11-01,BASIC,2021,43.0
8687,Other,45-54,Sweden,,INITIAL,2022-11-01,MAX,2022,119.0
8688,Other,45-54,Sweden,,INITIAL,2021-10-01,MAX,2021,109.0
8689,Male,35-44,Sweden,,INITIAL,2020-07-01,PRO,2020,65.0
8689,Male,35-44,Sweden,,REDUCTION,2021-08-01,BASIC,2021,43.0
8690,Other,45-54,Sweden,,INITIAL,2022-12-01,PRO,2022,85.0
8691,Other,18-24,Denmark,Bing,INITIAL,2021-10-01,BASIC,2021,43.0
8691,Other,18-24,Denmark,Bing,UPGRADE,2022-04-01,PRO,2022,85.0
8691,Other,18-24,Denmark,Bing,CHURN,2022-11-01,PRO,2022,85.0
8692,Other,55-65,Denmark,Google Ads,INITIAL,2022-02-01,MAX,2022,119.0
8692,Other,55-65,Denmark,Google Ads,REDUCTION,2022-11-01,PRO,2022,85.0
8693,Male,25-34,Denmark,,INITIAL,2021-03-01,BASIC,2021,43.0
8694,Other,55-65,Norway,Google Ads,INITIAL,2022-09-01,BASIC,2022,53.0
8695,Other,18-24,Finland,Google Ads,INITIAL,2021-07-01,MAX,2021,109.0
8695,Other,18-24,Finland,Google Ads,REDUCTION,2022-02-01,BASIC,2022,53.0
8696,Other,18-24,Sweden,facebook,INITIAL,2021-06-01,BASIC,2021,43.0
8697,Male,35-44,Denmark,Google Ads,INITIAL,2020-09-01,BASIC,2020,33.0
8697,Male,35-44,Denmark,Google Ads,UPGRADE,2022-09-01,MAX,2022,119.0
8698,Other,45-54,Norway,Paid Search,INITIAL,2022-08-01,PRO,2022,85.0
8699,Male,55-65,Norway,facebook,INITIAL,2020-04-01,PRO,2020,65.0
8699,Male,55-65,Norway,facebook,UPGRADE,2022-01-01,MAX,2022,119.0
8700,Other,55-65,Sweden,Google Ads,INITIAL,2022-01-01,BASIC,2022,53.0
8701,Male,18-24,Sweden,facebook,INITIAL,2021-05-01,BASIC,2021,43.0
8701,Male,18-24,Sweden,facebook,UPGRADE,2022-02-01,MAX,2022,119.0
8701,Male,18-24,Sweden,facebook,CHURN,2022-02-01,BASIC,2022,53.0
8702,Male,18-24,Denmark,,INITIAL,2021-07-01,BASIC,2021,43.0
8702,Male,18-24,Denmark,,UPGRADE,2021-12-01,MAX,2021,109.0
8702,Male,18-24,Denmark,,CHURN,2022-03-01,BASIC,2022,53.0
8703,Other,25-34,Sweden,Organic Search,INITIAL,2022-04-01,BASIC,2022,53.0
8704,Other,25-34,Denmark,,INITIAL,2022-03-01,MAX,2022,119.0
8705,Other,25-34,Sweden,Paid Search,INITIAL,2021-11-01,BASIC,2021,43.0
8706,Female,55-65,Finland,Paid Search,INITIAL,2020-09-01,PRO,2020,65.0
8706,Female,55-65,Finland,Paid Search,UPGRADE,2021-12-01,MAX,2021,109.0
8706,Female,55-65,Finland,Paid Search,CHURN,2021-10-01,PRO,2021,75.0
8706,Female,55-65,Finland,Paid Search,CHURN,2022-03-01,MAX,2022,119.0
8707,Other,55-65,Sweden,,INITIAL,2022-05-01,PRO,2022,85.0
8708,Female,55-65,Sweden,facebook,INITIAL,2022-05-01,MAX,2022,119.0
8708,Female,55-65,Sweden,facebook,REDUCTION,2022-11-01,PRO,2022,85.0
8709,Other,35-44,Sweden,,INITIAL,2021-07-01,BASIC,2021,43.0
8709,Other,35-44,Sweden,,UPGRADE,2021-12-01,PRO,2021,75.0
8710,Male,25-34,Norway,,INITIAL,2021-08-01,BASIC,2021,43.0
8710,Male,25-34,Norway,,UPGRADE,2022-08-01,PRO,2022,85.0
8711,Other,45-54,Norway,Paid Search,INITIAL,2022-04-01,PRO,2022,85.0
8711,Other,45-54,Norway,Paid Search,UPGRADE,2022-07-01,MAX,2022,119.0
8712,Male,18-24,Finland,Bing,INITIAL,2022-12-01,PRO,2022,85.0
8713,Female,35-44,Norway,,INITIAL,2022-11-01,MAX,2022,119.0
8714,Female,35-44,Sweden,,INITIAL,2021-01-01,PRO,2021,75.0
8714,Female,35-44,Sweden,,UPGRADE,2022-07-01,MAX,2022,119.0
8715,Male,25-34,Denmark,facebook,INITIAL,2020-11-01,BASIC,2020,33.0
8715,Male,25-34,Denmark,facebook,UPGRADE,2021-10-01,PRO,2021,75.0
8716,Female,35-44,Denmark,,INITIAL,2021-04-01,PRO,2021,75.0
8716,Female,35-44,Denmark,,REDUCTION,2021-12-01,BASIC,2021,43.0
8717,Male,35-44,Sweden,facebook,INITIAL,2021-03-01,PRO,2021,75.0
